product_id,vendor,product_type,body_html,image_source
1974466674784,The Bradery,,"<p>Cape marron parfaite pour vous tenir au chaud!</p>
<p><strong>Détails: </strong><br> Taille Unique <br>Imprimé pied de poule <br> Capuche amovible par zip <br> Fermeture frontale boutons pression <br> Deux poches latérales <br> Pans de la cape accrochées ensemble par boutons pressions</p>
<p> </p>
<p> </p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/cape-joelle-marron-the-bradery-381385.jpg?v=1598493191
2171655127136,The Bradery,,"<meta charset=""utf-8""><span>Collier doré à l'or fin 24K</span><br><span>Mesure 40cm et possède 5cm de chaîne d'extension</span><br><span>Possible en spinelle, labradorite, quartz fumé, hématite et amazonite (vert clair)</span><br><span>Livré dans son pochon</span><br><span>Nouvelle collection en exclusivité</span>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/collier-aude-dore-or-fin-24k-hematite-the-bradery-587116.jpg?v=1598482911
2174325882976,Maltessa,,"<p>Notre design le plus avant-gardiste tient son nom de la région du nord de l’Italie.</p>

<p>Ce modèle inspire du style avec ses verres et son pont métalliques simple. Lunettes fabriqués a la main en acetate.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/verona-pink-maltessa-808852.jpg?v=1598482942
2174325948512,Maltessa,,"<p>Notre design le plus avant-gardiste tient son nom de la région du nord de l’Italie.</p>

<p>Ce modèle inspire du style avec ses verres et son pont métalliques simple. Lunettes fabriqués a la main en acetate.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/verona-silver-maltessa-938821.jpg?v=1598482944
2174326079584,Maltessa,,"<p>Le modèle Madison suit les dernières tendances de la mode avec un design «all-over».</p>

<p>Sa forme carrée la rend unique dans le catalogue Maltessa.</p>

<p>Elle est fabriquée en acier inoxydable avec les extrémités de la tige imprimées en Carey et créé en acétate.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/madison-sky-maltessa-267871.jpg?v=1598482947
2174326112352,Maltessa,,"<p>Le design le plus minimaliste de Maltessa, un modèle qui se distingue par ses lignes horizontales.</p>

<p>Taille M - Largeur fronta 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/milano-pink-maltessa-176098.jpg?v=1598482948
2174326177888,Maltessa,,"<p>Le design le plus minimaliste de Maltessa, un modèle qui se distingue par ses lignes horizontales.</p>

<p>Taille M - Largeur fronta 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/milano-gold-maltessa-596634.jpg?v=1598482949
2174326243424,Maltessa,,"<p>Fabriqué en acier inoxidable, c’est notre réinterprétation d’un classique intemporel comme le sont les formes hexagonales, offrant simplicité et qualité à la fois.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/soho-sky-maltessa-403690.jpg?v=1598482951
2174326341728,Maltessa,,"<p>Fabriqué en acier inoxidable, c’est notre réinterprétation d’un classique intemporel comme le sont les formes hexagonales, offrant simplicité et qualité à la fois.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/soho-green-maltessa-305017.jpg?v=1598482953
2174326374496,Maltessa,,"<p>Fabriqué en acier inoxidable, c’est notre réinterprétation d’un classique intemporel comme le sont les formes hexagonales, offrant simplicité et qualité à la fois.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/soho-yellow-maltessa-412060.jpg?v=1598482953
2174326440032,Maltessa,,"<p>Si tu aimes la tendence du moment le modèle Sydney est fait pour toi !</p>
<p>Une combaison d'acétate et d'acier inoxydable, fabriquée à la main.</p>
<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>
<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/sydney-sky-maltessa-628992.jpg?v=1598482954
2174326603872,Maltessa,,"<p>Modèle fabriqué en matériau TR-90 ultra léger, avec un design avant-gardiste, style d'écran ""tuttolente"".</p>

<p>Tout l’avant de la lentille en polycarbonate de haute qualité à côté de la finition Tortoise / Carey des tiges.</p>

<p>Conçu et créé avec les meilleurs matériaux pour une protection optimale.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/xion-sky-maltessa-771910.jpg?v=1598482957
2174326702176,Maltessa,,"<p>Modèle fabriqué en matériau TR-90 ultra léger, avec un design avant-gardiste, style d'écran ""tuttolente"".</p>

<p>Tout l’avant de la lentille en polycarbonate de haute qualité à côté de la finition Tortoise / Carey des tiges.</p>

<p>Conçu et créé avec les meilleurs matériaux pour une protection optimale.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/xion-silver-maltessa-593180.jpg?v=1598482958
2174326734944,Maltessa,,"<p>Modèle fabriqué en matériau TR-90 ultra léger, avec un design avant-gardiste, style d'écran ""tuttolente"".</p>

<p>Tout l’avant de la lentille en polycarbonate de haute qualité à côté de la finition Tortoise / Carey des tiges.</p>

<p>Conçu et créé avec les meilleurs matériaux pour une protection optimale.</p>

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/xion-agua-maltessa-396516.jpg?v=1598482959
2174326800480,Maltessa,,"<p>Découvrez notre modèle Geneva, un design classique à la fois audacieux et créatif avec une parfaite combinaison de couleurs, à monture bicolore</p>  

<p>pour les amants de la mode.</p>

<p>Fabriqué à la main en acétate et en acier inoxydable, elles suivent la ligne Premium de Maltessa, qui offre un style facile à porter et garantie notre</p>

<p>engagement avec la mode plus avant-gardiste.</p> 

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/geneva-pink-maltessa-725887.jpg?v=1598482960
2174326898784,Maltessa,,"<p>Découvrez notre modèle Geneva, un design classique à la fois audacieux et créatif avec une parfaite combinaison de couleurs, à monture bicolore</p>  

<p>pour les amants de la mode.</p>

<p>Fabriqué à la main en acétate et en acier inoxydable, elles suivent la ligne Premium de Maltessa, qui offre un style facile à porter et garantie notre</p>

<p>engagement avec la mode plus avant-gardiste.</p> 

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/geneva-silver-maltessa-962853.jpg?v=1598482961
2174326931552,Maltessa,,"<p>Découvrez notre modèle Geneva, un design classique à la fois audacieux et créatif avec une parfaite combinaison de couleurs, à monture bicolore</p>  

<p>pour les amants de la mode.</p>

<p>Fabriqué à la main en acétate et en acier inoxydable, elles suivent la ligne Premium de Maltessa, qui offre un style facile à porter et garantie notre</p>

<p>engagement avec la mode plus avant-gardiste.</p> 

<p>Taille M - Largeur frontal 13,8 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/geneva-black-maltessa-703542.jpg?v=1598482961
2174327029856,Maltessa,,"<p>La Valikira est une paire de lunettes audacieuse et tendence.</p> 

<p>Un design réalisé en matériau TR-90 ultra léger avec des verres polarisés.</p>

<p>Taille M - Largeur frontal 14 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/valkiria-carey-maltessa-670340.jpg?v=1598482963
2174326964320,Maltessa,,"<p>La Valikira est une paire de lunettes audacieuse et tendence.</p> 

<p>Un design réalisé en matériau TR-90 ultra léger avec des verres polarisés.</p>

<p>Taille M - Largeur frontal 14 cm - Hauteur de la lentille 4,9 cm</p>

<p>Verres polarisés, protection totale UV 400 catégorie 3.</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/valkiria-gray-maltessa-619491.jpg?v=1598482962
2185801662560,Dylan,,"<p>Tissu français 100% Coton - Hypoallergénique </p>
<p>Le S correspond à un 36, le M à un 38, et le L à un 40.<br><br>Si vous souhaitez un haut et un bas de taille différente, envoyez-nous un message sur Messenger (icône en bas à droite).</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/sara-vichy-dylan-988076.JPG?v=1598485961
2185801695328,Dylan,,"<meta charset=""utf-8"">
<p><span>Tissu français </span><span>100% Coton - Hypoallergénique </span><span><br><br>Le S correspond à un 36, le M à un 38, et le L à un 40.<br><br>Si vous souhaitez un haut et un bas de taille différente, envoyez-nous un message sur Messenger (icône en bas à droite).</span></p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/josephine-vichy-dylan-203976.JPG?v=1598485962
2185802252384,Dylan,,"<meta charset=""utf-8"">
<p><span>Tissu français </span><span>100% Coton - Hypoallergénique </span><span><br></span></p>
<p><span>Le S correspond à un 36, le M à un 38, et le L à un 40.<br><br>Si vous souhaitez un haut et un bas de taille différente, envoyez-nous un message sur Messenger (icône en bas à droite).</span></p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/sara-sursseker-dylan-288538.JPG?v=1598485970
2200775458912,Elise Chalmin,,"<meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>
<meta charset=""utf-8"">
<p> </p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-mixte-dim-sum-elise-chalmin-298363.jpeg?v=1598486090
2200796299360,Elise Chalmin,,"<meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>
<meta charset=""utf-8"">
<p> </p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-lovher-elise-chalmin-292893.jpeg?v=1598486091
2200799084640,Elise Chalmin,,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<meta charset=""utf-8"">
<p><span>Parce qu'il faut embrasser sa folie, s'en amuser et s'en satisfaire, nous avons dessiné le tshirt Embrace Your Weirdness parce qu'il n'y a rien d'étrange à être un peu fou. Ce tshirt est issu de la collection Hong-Kong, on adore la forme loose qui permet de porter le tshirt à la fois rentré dans son jeans mais aussi simplement sorti!</span></p>
<meta charset=""utf-8"">
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-embrace-your-weirdness-elise-chalmin-456594.jpeg?v=1598486091
2200804950112,Elise Chalmin,,"<meta charset=""utf-8"">
<p><span>""Nos t-shirts sont imprimés à Paris, dans le 10eme arrondissement.</span></p>
<p><span>Ils sont biologiques et issus du commerce équitable.""</span></p>
Coton Bio",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-souk-elise-chalmin-713975.jpeg?v=1598486092
2200809275488,Elise Chalmin,,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<meta charset=""utf-8"">
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>
<p> </p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-homme-de-coeur-elise-chalmin-280277.jpg?v=1598486094
2200814878816,Elise Chalmin,,"<meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>
<meta charset=""utf-8"">
<p> </p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-lamour-a-deux-elise-chalmin-843937.jpg?v=1598486095
2200817827936,Elise Chalmin,,"<meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>
<meta charset=""utf-8"">
<p> </p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-sea-sex-sun-elise-chalmin-509338.jpg?v=1598486097
2203766685792,Elise Chalmin,,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<meta charset=""utf-8"">
<p class=""p1""><span>Permettez-nous de vous présenter Lolita.</span><br><span>Devenu notre t-shirt iconique, le t-shirt blanc aux deux coeurs rouges sérigraphiés sur la poitrine saura sublimer votre joli buste à porter avec ou sans basket, avec ou sans jean, c'est comme vous préférez!</span></p>
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-a-coeurs-rouges-lolita-elise-chalmin-418188.jpg?v=1598486098
2203887698016,Elise Chalmin,,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<p class=""p1"">Chiara saura ravir votre joli buste, il se porte avec un jeans et des escarpins, ou une jupe et des baskets.</p>
<p class=""p1"">Chiara est un teeshirt de copines, un club, alors on vous conseille d'en prendre aussi un pour votre BFF !</p>
<p class=""p1"">Nous vous conseillons de prendre une taille en dessous de votre taille habituelle</p>
<p class=""p1"">Composition :</p>
<p class=""p1"">100% coton biologique</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-club-chalmain-elise-chalmin-756577.jpg?v=1598486098
2203890974816,Elise Chalmin,,"<meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<meta charset=""utf-8"">
<p class=""p1""><span>Ce t-shirt est issu de la collaboration Elise Chalmin avec le showroom so trendy JVH ( Julia Van Hagen )</span><br><span>Notre teeshirt Julia saura ravir votre joli buste, il se porte avec un jean et des escarpins, ou une jupe et des basket.</span><br><br><span>Il est imprimé à Paris avec amour.</span></p>
<p class=""p1""><br>Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-etoiles-rouges-elise-chalmin-607853.jpg?v=1598486099
2203897954400,Elise Chalmin,,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p class=""p1""><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<p class=""p1""><span>Ce t-shirt est issu de la collaboration Elise Chalmin avec le showroom so trendy JVH ( Julia Van Hagen )</span><br><span>Notre teeshirt Julia saura ravir votre joli buste, il se porte avec un jean et des escarpins, ou une jupe et des basket.</span><br><br><span>Il est imprimé à Paris avec amour.</span></p>
<p class=""p1""><br>Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-etoiles-vertes-elise-chalmin-452954.jpg?v=1598486100
2203905785952,The Bradery,,"<meta charset=""utf-8"">
<div class=""page"" title=""Page 2"">
<div class=""layoutArea"">
<div class=""column"">
<meta charset=""utf-8"">
<p><span>Nous vous conseillons de prendre UNE TAILLE EN DESSOUS DE VOTRE TAILLE HABITUELLE.</span></p>
<p><span>Après la version «Make Love», Elise Chalmin s'attaque à nouveau aux caractères d’impression: «Mon Coeur» s’affiche littéralement au niveau de la poitrine. <br>Au moment où l’on partage ses sms d’amour sur Instagram, rien de tel qu’une déclaration romantique sur nos t-shirts pour faire chavirer des coeurs.</span></p>
<meta charset=""utf-8"">
<p class=""p1""><br>Composition :</p>
<p class=""p1"">100% coton biologique et issu du commerce équitable</p>
<p class=""p1"">Il est imprimé à Paris avec amour.</p>
<p class=""p1"">♥♥♥</p>
<p><span> </span></p>
</div>
</div>
</div>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/t-shirt-mon-coeur-rouge-the-bradery-212082.jpg?v=1598486100
2285950107744,The Bradery,,"<p>Perfecto oversize en cuir souple noir avec doublure en coton imprimé Sévigné bleu</p>
<!-- **SPLIT** -->
<li>Poches zippées inclinées</li>
<li>Fermeture à glissière aux finitions argentées</li>
<li>Deux poches intérieures </li>
<li>Doublure en coton </li>
<li>Made in Turkey</li>
<li>Notre mannequin mesure 1m75 et porte un 36</li>
<li>100% cuir + doublure 100% coton </li>
<li>Nettoyage professionnel ou à la main <!-- **SPLIT** -->
</li>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/perfecto-josephine-sevigne-bleu-fete-imperiale-564561.jpg?v=1598509231
4298055450720,Louvreuse,,"<p>Porté épaule ou porté main grâce à sa bandoulière en cuir amovible, le mini sac rond Kasimir vous accompagnera de jour comme de nuit.<br>
Entièrement fabriqué à la main en France.<br>
Dimensions : 18 cm (diamètre) x 4 cm (profondeur)<br>
Matière : Velours<br>
Coloris : Vert Emeraude<br>
Porté épaule ou croisé grâce à sa bandoulière en velours réglable<br>
Fermeture zippée<br>
Intégralement doublé en coton<br>
Accessoires et bijouterie en laiton doré</p>",https://cdn.shopify.com/s/files/1/0002/7600/4882/products/kasimir-mini-emeraude-louvreuse-744795.jpg?v=1600369095
